chapter, heading, subheading, description
85,8533,853321,"FIXED RESISTORS, NESOI, PWR HAND CAP NOV 20 W"
85,8533,853329,FIXED RESISTORS NESOI > 20 W POWER HDLG CPCY
85,8533,853331,"WIREWOUND VARIABLE RESISTORS, < 20 W"
85,8533,853339,WIREWND VAR RESIST INC RHEOSTATS ETC NESOI
85,8533,853340,VARIABLE RESISTORS INC RHEOSTAT & POTNTIOMTR NESOI
85,8533,853390,"PARTS FOR RESISTORS, RHEOSTATS, POTETIOMETERS"
85,8534,853400,PRINTED CIRCUITS
85,8535,853510,"FUSES FOR ELECTRICAL APPARATUS, VOLTAGE > 1000 V"
85,8535,853521,AUTOMATIC CIRCUIT BREAKERS > 1000 V BUT < 72.5 KV
85,8535,853529,AUTO CIRCT BREAKER VOLTAGE 72.5 KV OR MORE
85,8535,853530,ISOLATING SWITCH & MAKE-&-BREAK SWTCH VOLT > 1000V
85,8535,853540,"LIGHTNING ARRESTERS,VOLTAGE LIMITERS,SURGE SUPPRES"
85,8535,853590,ELECT APPR F PRTCT TO ELECT CIRCT >1000 V NESOI
85,8536,853610,FUSES FOR VOLTAGE NOT EXCEEDING 1000 V
85,8536,853620,AUTO CIRCUIT BREAKERS VOLTAGE NOT EXCEEDING 1000 V
85,8536,853630,OTHER APPARATUS FOR PROTECTING ELC CRTS =< 1000 V
85,8536,853641,RELAYS FOR A VOLTAGE NOT EXCEEDING 60 V
85,8536,853649,RELAYS FOR VOLTAGE OVER 60V MORE BUT NT OVER 1000V
85,8536,853650,"ELECT SWITCHES F VOLTAGE NOT OVER 1000 V, NESOI"
85,8536,853661,LAMPHOLDERS FOR VOLTAGE NOT OVER 1000V
85,8536,853669,ELECT PLUGS & SOCKETS F VOLTAGE NOT OVER 1000 V
85,8536,853670,"CONNECTORS FOR OPTICAL FIBERS, BUNDLES OR CABLES"
85,8536,853690,ELECT APPR F PRTCT TO ELECT CIRCT NOV 1000 V NESOI
85,8537,853710,CONTROLS ETC W ELECT APPR F ELECT CONT NOV 1000 V
85,8537,853720,CONTROLS ETC W ELECT APPR F ELECT CONT OVER 1000 V
85,8538,853810,"BOARDS, PANELS, CONSOLES ETC OF 8537 LESS APTS"
85,8538,853890,PT F ELECT APPR F ELECT CIRCT; F ELCT CONTRL NESOI
85,8539,853910,SEALED BEAM ELECTRIC LAMP UNITS
85,8539,853921,TUNGSTEN HALOGEN ELECTRIC FILAMENT LAMPS
85,8539,853922,FILAMENT LAMP POWER NOV 200 W & VOLTAGE OVER 100 V
85,8539,853929,FILAMENT LAMPS EX ULTRAVIOLET/INFRARED LAMPS NESOI
85,8539,853931,"DISCHARGE LAMPS, (EX ULTRAVIOLET), FLUORESCENT"
85,8539,853932,MERCURY OR SODIUM VAPOR LAMPS; METAL HALIDE LAMPS
85,8539,853939,DISCHARGE LAMPS EX ULTRVILT FLURSCNT HT CTHDE LAMP
85,8539,853941,ARC LAMPS
85,8539,853949,ULTRAVIOLET OR INFRARED LAMPS
85,8539,853950,LIGHT-EMITTING DIODE (LED) LAMPS
85,8539,853990,"PARTS FOR ELECT FILAMENT, DISCHARGE OR ARC LAMPS"
85,8540,854011,"CATHODE-RAY TV PICTURE TUBES, COLOR INC MONITOR"
85,8540,854012,"CATHODE-RAY TELEVISION PICTURE TUBES, MONOCHROME"
85,8540,854020,TV CAMERA TBS; IMAGE CNVRTR & INTNSFR; PHTOCTHD TB
85,8540,854040,"DATA/GRAPHIC DISPLAY TUBES, MONOCHROME OR COLOR"
85,8540,854060,"CATHODE-RAY TUBES, N.E.S.O.I."
85,8540,854071,MAGNETRON MICROWAVE TUBES
85,8540,854079,"MICROWAVE TUBES, NESOI"
85,8540,854081,RECEIVER OR AMPLIFIER TUBES
85,8540,854089,THERMIONIC AND OTHER CATHODE TUBES NESOI
85,8540,854091,PARTS OF CATHODE-BAY TUBES
85,8540,854099,"PARTS OF CATHODE TUBES, NESOI"
85,8541,854110,DIODES EX PHOTOSENSITIVE OR LIGHT-EMITTING DIODES
85,8541,854121,"TRANSISTORS EX PHOTOSENITIVE,DISSPATION RATE < 1 W"
85,8541,854129,"TRANSISTORS, OTHER THAN PHOTOSENSITIVE, NESOI"
85,8541,854130,"THYRISTORS, DIAC & TRIAC, EX PHOTOSENSITIVE DEVICE"
85,8541,854140,PHOTOSNSITVE SEMICNDCTR DVICE INC PHTVLTC CELL ETC
85,8541,854150,SEMICNDCTR DVICE EX PHOTOSENSITIVE/PHOTOVOLTAIC CL
85,8541,854160,MOUNTED PIEZOELECTRIC CRYSTALS
85,8541,854190,"PARTS FOR DIODES, TRANSISTORS & SMLR SEMICONDUCTRS"
85,8542,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT"
85,8542,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS"
85,8542,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS"
85,8542,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI"
85,8542,854290,ELECTRONIC INTEGRATED CIRCUITS AND MCRSSMBLS PARTS
85,8543,854310,PARTICLE ACCELERATORS
85,8543,854320,SIGNAL GENERATORS
85,8543,854330,"ELECTROPLATING, ELECTROPHORESIS & ELECTROLYS MACH"
85,8543,854370,"ELEC MACH AND APP, HAVING INDIV FUNCTIONS, NESOI"
85,8543,854390,"PT ELEC MACH & APPR W INDIVIDUAL FUNCTIONS, NESOI"
85,8544,854411,INSULATED WINDING WIRE OF COPPER
85,8544,854419,"INSULATED WINDING WIRE, NESOI"
85,8544,854420,INSULATED COAXIAL CABLE & OTH COAXIAL ELECT CONDCT
85,8544,854430,INSULATED WIRING SETS FOR VEHICLES SHIPS AIRCRAFT
85,8544,854442,"ELEC CONDUCTORS, LT=1000 V, W/ CONNECTORS, NESOI"
85,8544,854449,INSULATED ELECTRIC CONDUCTORS =< 80 V NESOI
85,8544,854460,ELECTRIC CONDUCTORS FOR VOLTAGE EXCEEDING 1000 V
85,8544,854470,INSULATED OPTICAL FIBER CABLES WITH INDVULY SH FBR
85,8545,854511,CARBON ELECTRODES OF A KIND USED FOR FURNACES
85,8545,854519,CARBON ELECTRODES NESOI
85,8545,854520,ELECTRICAL CARBON OR GRAPHITE BRUSHES
85,8545,854590,"ELECTRICAL CARBON OR GRAPHITE ARTICLES, NESOI"
85,8546,854610,ELECTRICAL INSULATORS OF GLASS
85,8546,854620,ELECTRICAL INSULATORS OF CERAMICS
85,8546,854690,"ELECTRICAL INSULATORS, NESOI"
85,8547,854710,INSULATING FITTINGS OF CERAMICS FOR ELECTRICAL MCH
85,8547,854720,INSULATING FITTINGS FOR MACHINES MADE OF PLASTIC
85,8547,854790,"INSLT FIT EX CERAM/PLAS;ELEC COND TB/JNT,BMTL ETC"
85,8548,854810,WASTE & SCRAP OF BATTERIES;SPENT BATTERIES & CELLS
85,8548,854890,ELECTRICAL PARTS OF MACHINERY NESOI IN CHAPTER 85
86,8601,860110,RAIL LOCOMOTIVES POWERED FROM EXTERNAL SOURCE ELEC
86,8601,860120,RAIL LOCOMOTIVES POWERED BY ELEC ACCUMULATORS
86,8602,860210,DIESEL ELECTRIC LOCOMOTIVES
86,8602,860290,RAIL LOCOMOTIVES AND TENDERS NESOI
86,8603,860310,"SELF-PROPELLED RAILWAY OR TRAMWAY COACHES, ELECTR"
86,8603,860390,SELF-PROPELLED RAILWAY OR TRAMWAY COACH  NESOI
86,8604,860400,RAILWAY OR TRAMWAY MAINTENANCE OR SERVICE VEHICLES
86,8605,860500,"RAILWY, TRAMWY PASS ETC COACHES NOT SELF-PROPELLD"
86,8606,860610,RAILWAY OR TRAMWAY TANK CARS NOT SELF-PROPELLED
86,8606,860630,RAILWAY OR TRAMWAY SELF-DISCHARGING CARS NOT SLF-P
86,8606,860691,"RAILWAY OR TRMWY CARS, COVERED, CLOSED NESOI"
86,8606,860692,"RAILWAY OR TRMWY CARS, OPEN, NON-REMOVBL SIDES NE"
86,8606,860699,"RAILWY, TRAMWY FREIGHT CARS, NT SLF-PRL NESOI"
86,8607,860711,TRUCK ASSEMBLIES FOR SELF-PROPELLED RAILWAY VEH
86,8607,860712,"TRUCK ASSEMBLIES, RAILWAY, NESOI"
86,8607,860719,"TRUCK AXLES AND WHEELS & PTS, ETC FOR RAIL VEHICLS"
86,8607,860721,AIRBRAKES AND PARTS THEREOF
86,8607,860729,"BRAKES, EXCEPT AIRBRAKES, AND PARTS THEREOF"
86,8607,860730,HOOKS & OTH COUPLING DEVICES BUFFERS & PTS THEREOF
86,8607,860791,"PARTS, NESOI, OF LOCOMOTIVES"
86,8607,860799,PTS OF RAILWAY/TRAMWAY EXC LOCOMO/ROLLG STCK NESOI
86,8608,860800,"RAILWAY FIXTURES; MECH SIGNALING, SAFETY, ETC, EQ"
86,8609,860900,CONTAINERS FOR ONE OR MORE MODES OF TRANSPORT
87,8701,870110,"TRACTORS, PEDESTRIAN CONTROLLED"
87,8701,870120,ROAD TRACTORS FOR SEMI-TRAILERS
87,8701,870130,TRACK-LAYING TRACTORS
87,8701,870191,"TRACTORS, NOT EXCEEDING 18KW"
87,8701,870192,"TRACTORS, EXCEEDING 18 KW BUT NOT EXCEEDING 37 KW"
87,8701,870193,TRACTORS EXCEEDING 37 KW BUT NOT EXCEEDING 75 KW
87,8701,870194,TRACTORS EXCEEDING 75 KW BUT NOT EXCEEDING 130 KW
87,8701,870195,"TRACTORS, EXCEEDING 130 KW"
87,8702,870210,MV TRNSP >TEN PRSNS COM-IGNTN INTR COMB PIST(DISL)
87,8702,870220,VEHICLE TRSPT 10 OR MORE W/DIESEL AND ELECTRIC MTR
87,8702,870230,VEHICLE TRSPT 10 OR MORE W/SPK-IG AND ELECTRIC MTR
87,8702,870240,VEHICLE TRSPT 10 OR MORE WITH ONLY ELECTRIC MOTOR
87,8702,870290,"MV FOR TRNSPRT >TEN PERSONS, NESOI"
87,8703,870310,PASS VEH FOR SNOW; GOLF CARTS & SIMILAR VEHICLES
87,8703,870321,"PASS MTR VEH, SPARK IGN ENG, NOT OV 1,000 CC"
87,8703,870322,"PASS MTR VEH,SPARK IGN ENG, >1000CC BUT =<1500CC"
87,8703,870323,PASS VEH SPK-IG INT COM RCPR P ENG >1500 NOV 3M CC
87,8703,870324,PASS VEH SPK-IG INT COM RCPR P ENG > 3000 CC
87,8703,870331,"PASS MTR VEH, DIESEL ENG, NOT OV 1500 CC"
87,8703,870332,PASS VEH COM-IG INT COM ENG > 1500 NOV 2500 CC
87,8703,870333,PASS VEH COM-IG INT COM ENG > 2500 CC
87,8703,870340,"PASS VEH W/SPK-IG AND ELEC MOTOR,NOT CHRGD BY PLUG"
87,8703,870350,"MTR VEH, DIESEL AND ELECTIC MOTOR, NO PLUG"
87,8703,870360,"MTR VEH, SP-IG AND ELECTRIC MOTOR, CHARGED BY PLUG"
87,8703,870370,"MTR VEH, DIESEL AND ELECTRIC MOTOR, CHARGD BY PLUG"
87,8703,870380,"MOTOR VEHICLES WITH ONLY ELECTRIC MOTOR, NESOI"
87,8703,870390,"PASSENGER MOTOR VEHICLES, NESOI"
87,8704,870410,DUMPERS DESIGNED FOR OFF-HIGHWAY USE
87,8704,870421,"TRUCKS, NESOI, DIESEL ENG, GVW 5 METRIC TONS & UND"
87,8704,870422,MTR VEH TRANS GDS COM-IG INT C P E GVW >5NOV20 MTN
87,8704,870423,"TRUCK, DIESEL ENG, GVW > 20 METRIC TONS"
87,8704,870431,"MTR VEH TRANS GDS SPK IG IN C P ENG, GVW NOV 5 MTN"
87,8704,870432,"MTR VEH TRANS GDS SPK-IG IN C P ENG, GVW > 5 M TN"
87,8704,870490,"TRUCKS, NESOI"
87,8705,870510,MOBILE CRANES
87,8705,870520,MOBILE DRILLING DERRICKS
87,8705,870530,FIRE FIGHTING VEHICLES
87,8705,870540,"CONCRETE MIXERS, SPECIAL PURPOSE VEHICLES"
87,8705,870590,"SPECIAL PURPOSE VEHICLES, NESOI"
87,8706,870600,"CHAS W ENG F TRAC, MTR VEH F PASS/GD & SPECIAL PUR"
87,8707,870710,BODIES F MTR CAR/VEHICLES FOR TRANSPORTING PERSONS
87,8707,870790,"BODIES F ROAD TRACTORS AND MOTOR VEH(PUB TRAN,ETC)"
87,8708,870810,"BUMPERS AND PARTS, FOR MOTOR VEHICLES"
87,8708,870821,SAFETY SEAT BELTS FOR MOTOR VEHICLES
87,8708,870829,"PTS & ACCESS OF BODIES OF MOTOR VEHICLES, NESOI"
87,8708,870830,BRAKES AND SERVO-BREAKS; PARTS THEREOF
87,8708,870840,GEAR BOXES FOR MOTOR VEHICLES
87,8708,870850,DRIVE AXLES WITH DIFFERENTIAL FOR MOTOR VEHICLES
87,8708,870870,ROAD WHEELS & PTS & ACCESSORIES FOR MOTOR VEHICLES
87,8708,870880,SUSPENSION SHOCK ABSORBERS FOR MOTOR VEHICLES
87,8708,870891,RADIATORS FOR MOTOR VEHICLES
87,8708,870892,MUFFLERS AND EXHAUST PIPES FOR MOTOR VEHICLES
87,8708,870893,CLUTCHES AND PARTS THEREOF FOR MOTOR VEHICLES
87,8708,870894,"STEERING WHEELS, COLUMNS & BOXES F MOTOR VEHICLES"
87,8708,870895,SAFETY AIRBAGS WITH INFLATOR SYSTEM; PARTS THEREOF
87,8708,870899,"PARTS AND ACCESSORIES OF MOTOR VEHICLES, NESOI"
87,8709,870911,ELEC VEHICLES (FACT ETC WORKS TRUCKS & TRACTORS)
87,8709,870919,VEHICLES (FACT ETC WORKS TRUCKS & TRACTORS) NONEL
87,8709,870990,PARTS FOR WORKS TRUCKS W/O LIFT EQUIP
87,8710,871000,"TANK & OT ARMORED FIGHT VEH, MOTORIZED; AND PARTS"
87,8711,871110,"MOTOCYCLES (INCL MOPEDS),PIST,ENG,CYL,NOT,EXC 50CC"
87,8711,871120,"MOTORCYCLES (INCLUDING MOPEDS),CYCL,EXC50CC,NT250C"
87,8711,871130,"MOTORCYCLES (INCLUDING MOPEDS),CYCL,EXC250CC,NT500"
87,8711,871140,"MOTORCYCLES, CYCL, EXC 500, NT 800 CC"
87,8711,871150,"MOTORCYCLES, CYCL,EXCD 800 CC"
87,8711,871160,MOTORCYCLES WITH ELECTRIC MOTOR FOR PROPULSION
87,8711,871190,"MOTORCYCLES (INCLUDING MOPEDS), NESOI, SIDE CARS"
87,8712,871200,BICYCLES & OTH CYCLES (INC DEL TRICYCLE) NO MOTOR
87,8713,871310,"INVALID CARRIAGES, NOT MECHANICALLY PROPELLED"
87,8713,871390,"INVALID CARRIAGES, MECHANICALLY PROPELLED"
87,8714,871410,PARTS AND ACCESSORIES OF MOTORCYCLES
87,8714,871420,PARTS & ACCSRIES OF CARRIAGES FOR DISABLES PERSONS
87,8714,871491,"FRAMES AND FORKS, AND PRTS FOR BICYCLES ETC."
87,8714,871492,WHEEL RIMS AND SPOKES FOR BICYCLES ETC.
87,8714,871493,"HUBS,OTHER THAN COSTER BRAKN HUBS,HB BRKS,SPK,WHLS"
87,8714,871494,"BRAKES, INCL  COASTER BRKNG HUBS,HUB BRKS,PRTS,NES"
87,8714,871495,SADDLES FOR BICYCLES ETC.
87,8714,871496,"PEDALS AND CRANK-GEAR, PARTS OF BICYCLES ETC."
87,8714,871499,PARTS AND ACESSORIES NESOI OF BICYCLES ETC.
87,8715,871500,BABY CARRIAGES (INC STROLLERS) AND PARTS THEREOF
87,8716,871610,TRAILERS AND SEMI-TRAILERS FOR HOUSING OR CAMPING
87,8716,871620,"SELF-LOADING OR SELF-UNLOADING TRAILERS,SEMI-TRAIL"
87,8716,871631,TANKER TRAILERS AND TANKER SEMI-TRAILERS
87,8716,871639,TRAILERS & SEMI-TRAILER F TRANS CDS NESOI
87,8716,871640,"TRAILERS AND SEMI-TRAILERS, NESOI"
87,8716,871680,"VEHICLES NOT MECHANICALLY PROPELLED, NESOI"
87,8716,871690,"PTS TRAILERS, SEMI-TRAILER & OT VEH N MECH PROPELD"
88,8801,880100,"BALLOONS & DIRIGIBLES; GLIDERS, HANG GLIDERS ETC"
88,8802,880211,HELICOPTERS OF AN UNLADEN WEIGHT NOT OVER 2000 KG
88,8802,880212,HELICOPTERS OF AN UNLADEN WEIGHT EXCEEDING 2000 KG
88,8802,880220,"AIRPLANES & OT A/C, UNLADEN WEIGHT NT OVER 2000 KG"
88,8802,880230,"AIRPLANE & A/C UNLADEN WGHT > 2000, NOV 15000 KG"
88,8802,880240,"AIRPLANE & OT A/C, UNLADEN WEIGHT > 15,000 KG"
88,8802,880260,SPACECRAFT & SUBORBITAL AND SPACE LAUNCH VEHICLES
88,8803,880310,"PROPELLR ROTOR & PTS OF GLIDERS & A/C, N-PWRD/PWRD"
88,8803,880320,"UNDCARRGE & PTS GLIDERS & A/C, NON-POWERED/POWERED"
88,8803,880330,"PARTS OF AIRPLANES OR HELICOPTERS, NESOI"
88,8803,880390,PARTS OF NON-POWERED & POWERED AIRCRAFT ETC NESOI
88,8804,880400,PARACHUTES (INCLUDING DIRIGIBLE PARACHUTES) ROTOCH
88,8805,880510,"AIRCRAFT LAUNCHING GEAR AND PRTS;DECK ARRESTORS,PT"
88,8805,880521,AIR COMBAT SIMULATORS AND PARTS THEREOF
88,8805,880529,"GROUND FLYING TRAINERS AND PARTS THEREOF, NESOI"
89,8901,890110,"CRUISE SHIPS,EXCURSION BOATS AND SIMILAR VESSELS"
89,8901,890120,TANKERS FOR THE TRANSPORT OF GOODS
89,8901,890130,"REFRIGERATED VESSELS, OTHER THAN TANKERS"
89,8901,890190,"VESSELS,NESOI,FOR TRANSPORT OF GOODS AND PERSONS"
89,8902,890200,"FISHING VESSELS;FACTORY SHIPS & SHPS,VES, NESOI"
89,8903,890310,"INFLATABLE YACHTS, VESSELS, FOR PLES, SPORTS"
89,8903,890391,"SAILBOATS, WITH OR WITHOUT AUXILIARY MOTOR"
89,8903,890392,"MOTORBOATS, OTHER THAN OUTBOARD MOTORBOATS"
89,8903,890399,"YACHTS ETC FOR PLEAS/SPORT NESOI; ROW BTS, CANOES"
89,8904,890400,TUGS AND PUSHER CRAFT
89,8905,890510,DREDGERS
89,8905,890520,"FLOATING OR SUBMERSIBLE DRILLING OR PRODCTN,PLTFRM"
89,8905,890590,"LGHT VESSEL, FIRE FLOAT, FLOATING CRANES/DOCKS ETC"
89,8906,890610,"WARSHIPS (INCLUDING SUBMARINES, TROOPSHIPS ETC.)"
89,8906,890690,"VESSELS,(INCLUD LIFEBOATS,OTHER THAN ROW BT),NESOI"
89,8907,890710,INFLATABLE RAFTS
89,8907,890790,FLOATING STRUCTURES EXCEPT INFLATABLE RAFTS
89,8908,890800,VESSELS AND FLOATING STRUCTURES FOR SCRAPPING
90,9001,900110,"OPTICAL FIBERS, OPTICAL FIBER BUNDLES AND CABLES E"
90,9001,900120,SHEETS AND PLATES OF POLARIZING MATERIAL
90,9001,900130,CONTACT LENSES
90,9001,900140,SPECTACLE LENSES OF GLASS
90,9001,900150,SPECTACLE LENSES OF MATERIALS OTHER THAN GLASS
90,9001,900190,LENSES PRISMS MIRRORS OPTCL ELMNT N OPTICALLY WORK
90,9002,900211,OBJCTVE LENSES PTS ACCESS FOR CAMERAS PROJECTR ETC
90,9002,900219,"OBJECTIVE LENSES AND PARTS, NESOI"
90,9002,900220,FILTERS & PARTS & ACCESSORIES FOR INSTR & APPRATUS
90,9002,900290,"PRISM, MIRRORS, MOUNTED & PARTS & ACCESSORIE, NESO"
90,9003,900311,"FRAMES AND MOUNTINGS FOR SPECTACLES ETC, PLASTIC"
90,9003,900319,"FRAMES AND MOUNTINGS FOR SPECTACLES ETC, NESOI"
90,9003,900390,"PARTS FOR FRAMES AND MOUNTINGS, SPECTACLES, ETC"
90,9004,900410,SUNGLASSES
90,9004,900490,"SPECTACLES, ETC, CORRECTIVE, PROTECTIVE, NESOI"
90,9005,900510,BINOCULARS
90,9005,900580,MONOCULARS TELESCOPES ASTRONOMICAL INS AND MOUNTNG
90,9005,900590,"PARTS ETC OF BINOCULARS, OPTICAL TELESCOPES ETC"
90,9006,900630,"CAMERAS FOR UNDERWATER, AERIAL SURVEY, MEDICAL ETC"
90,9006,900640,INSTANT PRINT CAMERAS
90,9006,900651,"CAMERAS W LENS VIEWFINDER, FOR FILM WIDTH <=35 MM"
90,9006,900652,PHOTO CAMERAS FOR ROLL FILM OF A WIDTH LESS 35 MM
90,9006,900653,PHOTO CAMERAS FOR ROLL FILM OF A WIDTH OF 35 MM
90,9006,900659,PHOTOGRAPHIC CAMERAS (STILL) NESOI
90,9006,900661,PHOTO DISCHARGE LAMP (ELECTRONIC) FLASHLGHT APPRTS
90,9006,900669,PHOTOGRAPHIC FLASHLIGHT APPARATUS NESOI
90,9006,900691,PARTS AND ACCESSORIES FOR STILL PHOTO CAMERAS
90,9006,900699,"PTS, PHOTOGRAPHIC FLASHLIGHT EXC NESOI"
90,9007,900710,CINEMATOGRAPHIC CAMERAS
90,9007,900720,"CINEMATOGRAPHIC PROJECTORS, WITH SOUND OR NOT"
90,9007,900791,PARTS AND ACCESSORIES FOR CINEMA CAMERAS
90,9007,900792,PARTS AND ACCESSORIES FOR CINEMA PROJECTORS
90,9008,900850,"IMAGE AND PHOTO PROJECTORS, ENLARGERS AND REDUCERS"
90,9008,900890,"PTS, OF IMAGE PROJECTOR,ENLARGER&REDUCER EXC CINEM"
90,9010,901010,"APPARATUS & EQUIP, AUTOMATIC DEVELOPING PHOTO FILM"
90,9010,901050,"EQUIPMENT FOR PHOTO LABS, N.E.S.O.I.; NEGATOSCOPES"
90,9010,901060,PROJECTION SCREENS
90,9010,901090,PTS & ACCESS OF APPRT & EQUIP FOR PHOTO/CINEMA LAB
90,9011,901110,STEREOSCOPIC MICROSCOPES
90,9011,901120,"MICROSCOPES, FOR PHOTOMICRO, CINEPHOTO & MICROPROJ"
90,9011,901180,"COMPOUND OPTICAL MICROSCOPES, NESOI"
90,9011,901190,PTS & ACCESSORIES FOR COMPOUND OPTICAL MICROSCOPES
90,9012,901210,"MICROSCOPES, EXC OPTICAL; DIFFRACTION APPARATUS"
90,9012,901290,"PTS FOR MICROSCOPES, EXC OPTICAL; DIFFRACTION"
90,9013,901310,"TELESCOPIC SIGHTS F ARMS; PERISCOPE F OPTICAL, ETC"
90,9013,901320,"LASERS, OTHER THAN LASER DIODES"
90,9013,901380,"OPTICAL DEVICES, APPLIANCES AND INSTRUMENTS, NESOI"
90,9013,901390,"PTS OF LIQ CRYSTAL DEVICE, LASER&OTH OPTICAL,NESOI"
90,9014,901410,DIRECTION FINDING COMPASS
90,9014,901420,INSTRUMENTS & APPL F AERNTCL/SPC NAVIG EX COMPASS
90,9014,901480,"NAVIGATIONAL INSTRUMENTS AND APPLIANCES, NESOI"
90,9014,901490,"PTS, FOR DIRECT FIND COMPASSES, NAVIGATIONAL INST"
90,9015,901510,RANGEFINDERS
90,9015,901520,THEODOLITES AND TACHYOMETERS
90,9015,901530,LEVELS (SURVEYING)
90,9015,901540,PHOTOGRAMMETRICAL SURVEYING INSTRUMENTS & APPLNCES
90,9015,901580,"SURVEYING INSTRUMENTS AND APPLIANCES, NESOI ETC."
90,9015,901590,PARTS AND ACCESSORIES FOR SURVEYING ETC NESOI
90,9016,901600,"BALANCES, SENSITIVITY >=5 CG, W OR W/O WGT, & PTS"
90,9017,901710,DRAFTING TABLE & MACHINES WHETHER OR NOT AUTOMATIC
90,9017,901720,DRAWNG MARKNG-OUT MATH CALCULTNG INS EX DRFT TBLE
90,9017,901730,"MICROMETERS, CALIPERS AND GAUGES"
90,9017,901780,"INSTRUMENTS FOR MEASURING LENGTH, NESOI"
90,9017,901790,"PTS, FOR DRAWING ETC & INST FOR MEASURING LGTH INS"
90,9018,901811,"ELECTROCARDIOGRAPHS, AND PARTS AND ACCESSORIES"
90,9018,901812,ULTRASONIC SCANNING APPARATUS
90,9018,901813,MAGNETIC RESONANCE IMAGING APPARATUS
90,9018,901814,SCINTIGRAPHIC APPARATUS
90,9018,901819,"ELECTRO-DIAGNOSTIC APPARATUS NESOI, AND PARTS ETC."
90,9018,901820,"ULTRAVIOLET OR INFRARED RAY APPARATUS, & PTS & ACC"
90,9018,901831,"SYRINGES, WITH OR WITHOUT NEEDLES; PTS & ACCESS"
90,9018,901832,TUBULAR METAL NEEDLES & NEEDLES FOR SUTURES &PARTS
90,9018,901839,"MED NEEDLES. NESOI, CATHERERS ETC AND PARTS ETC"
90,9018,901841,DENTAL DRILL ENGINES AND PARTS AND ACCESSORIES
90,9018,901849,"INST & APPLN FOR DENTAL SCIENCE, & PTS & ACC,NESOI"
90,9018,901850,OTHER OPHTHALMIC INSTRUMENTS & APPLIANCES & PARTS
90,9018,901890,"INSTR & APPL F MEDICAL SURGICAL DENTAL VET, NESOI"
90,9019,901910,MECH-THRPY APPL;MSSG APPR;PSYCH APT-TEST;APPR; PTS
90,9019,901920,"OZONE,OXYGEN,ETC THERAPY, RESPIRATION APPARATUS,PT"
90,9020,902000,BREATHING APPLIANCES & GAS MASKS NESOI; PARTS ETC
90,9021,902110,"ORTHOPEDIC OR FRACTRE APPLIANCES, PARTS & ACCESSOR"
90,9021,902121,ARTIFICIAL TEETH AND PARTS AND ACCESSORIES
90,9021,902129,DENTAL FITTINGS AND PARTS AND ACCESSORIES
90,9021,902131,ARTIFICIAL JOINTS AND PARTS AND ACCESSORIES THEROF
90,9021,902139,"ARTIFICIAL JOINTS & PARTS & ACCESSORIES THEROF,NES"
90,9021,902140,HEARING AIDS
90,9021,902150,PACEMAKERS FOR STIMULATING HEART MUSCLES
90,9021,902190,OTH ARTIFICAL PTS OF THE BODY & PTS & ACCESSORIES
90,9022,902212,COMPUTED TOMOGRAPHY APPARATUS
90,9022,902213,"APPTS BASE ON X-RAY FOR DENTAL, USES, NESOI"
90,9022,902214,"APPTS BASE ON X-RAY, MEDICAL,SURGICAL,VETNRY,NESOI"
90,9022,902219,"APPARATUS BASE ON X-RAY FOR OTH USE,EX MEDICAL,ETC"
90,9022,902221,"APPTS BASE ON ALPHA,BETA,ETC RADIATION,MEDICAL,ETC"
90,9022,902229,APPR USE OF ALPHA BETA GAMMA RDTN N F MED SURG ETC
90,9022,902230,X-RAY TUBES
90,9022,902290,X-RAY/HI TNSN GENR CNTR PNL & DSK EXM/TRTMNT TB PT
90,9023,902300,"INST, APPTS&MODELS,FOR DEMONSTRATIONAL USE& PARTS"
90,9024,902410,MACHINES AND APPLIANCES FOR TESTING METALS
90,9024,902480,"MACHINE&APPLIANCE,TEST HARDNESS,STRENGTH,ETC,NESOI"
90,9024,902490,"PTS, MACHINE & APPLN, TEST HARDNESS/STRENGTH, ETC"
90,9025,902511,THERMOMTRS/PYRO N CMBND W OT INST LIQ-FLLD DRCT RD
90,9025,902519,"THERMOMETERS/PYRO NT COMBIND W OTH INSTRUM, NESOI"
90,9025,902580,"HYDROMETERS & SIM FL INST, HYGROMETERS, ETC, NESOI"
90,9025,902590,"PTS, HYDROMETERS, THEROMETERS, PYROMETERS, ETC"
90,9026,902610,"INST & APPRTS, MEASURE/CHECKING FLOW/LEVEL OF LIQ"
90,9026,902620,"INST & APPRTS, MEASURING/CHECKING PRESSURE"
90,9026,902680,"INST MEASURE/CHECKING VARIABLE OF LIQ/GASES, NESOI"
90,9026,902690,"PTS, INST & APPRTS MEASURE/CHECK VARIABLES LIQ/GAS"
90,9027,902710,GAS OR SMOKE ANALYSIS APPARATUS
90,9027,902720,CHROMATOGRAPHS AND ELECTROPHORESIS INSTRUMENTS
90,9027,902730,SPCTMTR SPCTRPHTMTR ETC USING OPTICAL RADIATIONS
90,9027,902750,INSTRUMENTS ETC USING OPTICAL RADIATIONS NESOI
90,9027,902780,PHY CHEM INS/APPR;MEAS VSCSTY & HEAT NESOI
90,9027,902790,"PTS OF INST, PHYS/CHEM ANALYSIS ETC, NESOI"
